0 -0.253655 -5.76825e-39 -2.74481e-39
1 -0.253655 -5.76825e-39 -2.74480738e-39
251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
1001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
1251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
1501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
1751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
2001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
2251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
2501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
2751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
3001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
3251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
3501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
3751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
4001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
4251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
4501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
4751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
5001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
5251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
5501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
5751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
6001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
6251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
6501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
6751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
7001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
7251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
7501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
7751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
8001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
8251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
8501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
8751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
9001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
9251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
9501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
9751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
10001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
10251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
10501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
10751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
11001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
11251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
11501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
11751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
12001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
12251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
12501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
12751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
13001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
13251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
13501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
13751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
14001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
14251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
14501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
14751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
15001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
15251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
15501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
15751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
16001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
16251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
16501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
16751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
17001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
17251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
17501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
17751 -0.2536546513 -5.768251047e-39 -2.74480738e-39
18001 -0.2536546513 -5.768251047e-39 -2.74480738e-39
18251 -0.2536546513 -5.768251047e-39 -2.74480738e-39
18501 -0.2536546513 -5.768251047e-39 -2.74480738e-39
